1> BEGIN41,2016-08-09 09:46:15.00491
1> END41,2016-08-09 09:46:15.00523
1> BEGIN42,2016-08-09 09:46:15.00523
1> END42,2016-08-09 09:46:15.00542
1> BEGIN43,2016-08-09 09:46:15.00542
1> END43,2016-08-09 09:46:15.00569
1> BEGIN44,2016-08-09 09:46:15.00569
1> END44,2016-08-09 09:46:15.00618
1> BEGIN45,2016-08-09 09:46:15.00618
1> END45,2016-08-09 09:46:15.00665
1> BEGIN46,2016-08-09 09:46:15.00666
1> END46,2016-08-09 09:46:15.00678
1> BEGIN47,2016-08-09 09:46:15.00678
1> END47,2016-08-09 09:46:15.00699
1> BEGIN48,2016-08-09 09:46:15.00699
1> END48,2016-08-09 09:46:15.00730
1> BEGIN49,2016-08-09 09:46:15.00731
1> END49,2016-08-09 09:46:15.00750
1> BEGIN50,2016-08-09 09:46:15.00750
1> END50,2016-08-09 09:46:15.00766
1> BEGIN51,2016-08-09 09:46:15.00766
1> END51,2016-08-09 09:46:15.00778
1> BEGIN52,2016-08-09 09:46:15.00778
1> END52,2016-08-09 09:46:15.00796
1> BEGIN53,2016-08-09 09:46:15.00796
1> END53,2016-08-09 09:46:15.00815
1> BEGIN54,2016-08-09 09:46:15.00815
1> END54,2016-08-09 09:46:15.00832
1> BEGIN55,2016-08-09 09:46:15.00832
1> END55,2016-08-09 09:46:15.00846
1> BEGIN56,2016-08-09 09:46:15.00847
1> END56,2016-08-09 09:46:15.00880
1> BEGIN57,2016-08-09 09:46:15.00880
1> END57,2016-08-09 09:46:15.00899
1> BEGIN58,2016-08-09 09:46:15.00899
1> END58,2016-08-09 09:46:15.00921
1> BEGIN59,2016-08-09 09:46:15.00921
1> END59,2016-08-09 09:46:15.00939
1> BEGIN60,2016-08-09 09:46:15.00940
1> END60,2016-08-09 09:46:15.00955
1> BEGIN61,2016-08-09 09:46:15.00955
1> END61,2016-08-09 09:46:16.00008
1> BEGIN62,2016-08-09 09:46:16.00009
1> END62,2016-08-09 09:46:16.00030
1> BEGIN63,2016-08-09 09:46:16.00030
1> END63,2016-08-09 09:46:16.00051
1> BEGIN64,2016-08-09 09:46:16.00051
1> END64,2016-08-09 09:46:16.00066
1> BEGIN65,2016-08-09 09:46:16.00066
1> END65,2016-08-09 09:46:16.00092
1> BEGIN66,2016-08-09 09:46:16.00092
1> END66,2016-08-09 09:46:16.00132
1> BEGIN67,2016-08-09 09:46:16.00132
1> END67,2016-08-09 09:46:16.00149
1> BEGIN68,2016-08-09 09:46:16.00149
1> END68,2016-08-09 09:46:16.00165
1> BEGIN69,2016-08-09 09:46:16.00166
1> END69,2016-08-09 09:46:16.00176
1> BEGIN70,2016-08-09 09:46:16.00176
1> END70,2016-08-09 09:46:16.00187
1> BEGIN71,2016-08-09 09:46:16.00187
1> END71,2016-08-09 09:46:16.00198
1> BEGIN72,2016-08-09 09:46:16.00198
1> END72,2016-08-09 09:46:16.00208
1> BEGIN73,2016-08-09 09:46:16.00208
1> END73,2016-08-09 09:46:16.00215
1> BEGIN74,2016-08-09 09:46:16.00216
1> END74,2016-08-09 09:46:16.00235
1> BEGIN75,2016-08-09 09:46:16.00235
1> END75,2016-08-09 09:46:16.00257
1> BEGIN76,2016-08-09 09:46:16.00257
1> END76,2016-08-09 09:46:16.00268
1> BEGIN77,2016-08-09 09:46:16.00268
1> END77,2016-08-09 09:46:16.00279
1> BEGIN78,2016-08-09 09:46:16.00279
1> END78,2016-08-09 09:46:16.00287
1> BEGIN79,2016-08-09 09:46:16.00287
1> END79,2016-08-09 09:46:16.00308
1> BEGIN80,2016-08-09 09:46:16.00308
1> END80,2016-08-09 09:46:16.00317
1> BEGIN81,2016-08-09 09:46:16.00317
1> END81,2016-08-09 09:46:16.00331
1> BEGIN82,2016-08-09 09:46:16.00331
1> END82,2016-08-09 09:46:16.00344
1> BEGIN83,2016-08-09 09:46:16.00344
1> END83,2016-08-09 09:46:16.00354
1> BEGIN84,2016-08-09 09:46:16.00355
1> END84,2016-08-09 09:46:16.00401
1> BEGIN85,2016-08-09 09:46:16.00401
1> END85,2016-08-09 09:46:16.00413
1> BEGIN86,2016-08-09 09:46:16.00413
1> END86,2016-08-09 09:46:16.00432
1> BEGIN87,2016-08-09 09:46:16.00432
1> END87,2016-08-09 09:46:16.00450
1> BEGIN88,2016-08-09 09:46:16.00450
1> END88,2016-08-09 09:46:16.00476
1> BEGIN89,2016-08-09 09:46:16.00476
1> END89,2016-08-09 09:46:16.00485
1> BEGIN90,2016-08-09 09:46:16.00485
1> END90,2016-08-09 09:46:16.00516
1> BEGIN91,2016-08-09 09:46:16.00517
1> END91,2016-08-09 09:46:16.00538
1> BEGIN92,2016-08-09 09:46:16.00538
1> END92,2016-08-09 09:46:16.00556
1> BEGIN93,2016-08-09 09:46:16.00556
1> END93,2016-08-09 09:46:16.00571
1> BEGIN94,2016-08-09 09:46:16.00571
1> END94,2016-08-09 09:46:16.00598
1> BEGIN95,2016-08-09 09:46:16.00598
1> END95,2016-08-09 09:46:16.00618
1> BEGIN96,2016-08-09 09:46:16.00618
1> END96,2016-08-09 09:46:16.00622
1> BEGIN97,2016-08-09 09:46:16.00622
1> END97,2016-08-09 09:46:16.00644
1> BEGIN98,2016-08-09 09:46:16.00644
1> END98,2016-08-09 09:46:16.00662
1> BEGIN99,2016-08-09 09:46:16.00662
1> END99,2016-08-09 09:46:16.00687
1> BEGIN100,2016-08-09 09:46:16.00687
1> END100,2016-08-09 09:46:16.00747
